age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,12,United-States,0,0.00029054703
59,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.5615881
26,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.07672345
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,75,Thailand,1,0.70485187
19,?,Some-college,10,Never-married,?,Own-child,White,Male,24,Canada,0,0.00028817065
64,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.67460144
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0,0.15166819
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,1,0.34150007
61,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.66571236
17,Private,9th,5,Never-married,Other-service,Own-child,White,Male,24,United-States,0,0.00023841985
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,United-States,0,0.5887027
27,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,0,0.028976824
30,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,0,0.02697175
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0,0.17511924
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.4706998
35,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.061300863
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,0,0.0021101576
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,United-States,1,0.21480826
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,15,Germany,0,0.018586298
42,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.42374215
34,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,45,United-States,0,0.021962307
60,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,42,United-States,0,0.3065745
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.00040405142
57,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.8671008
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,0.9055894
50,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,45,United-States,0,0.044633336
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.084748015
50,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ecuador,0,0.028803995
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,0.7121666
31,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.07884585
29,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,0,0.45622757
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,45,United-States,0,0.0028870993
27,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,0,0.022689214
65,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,0,0.16564474
37,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,0,0.13906142
39,?,Masters,14,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,40,?,0,0.24057947
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.0081473505
38,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,80,United-States,0,0.37685817
48,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.6141237
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,United-States,0,0.0022816088
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1,0.19239217
55,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.39064714
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,0,0.08980723
43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.022338081
26,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,0,0.034668874
46,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,0,0.17505622
35,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.3587013
41,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,1,0.21020594
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.1274494
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,1,0.64380866
19,?,Some-college,10,Never-married,?,Own-child,Black,Female,25,United-States,0,4.7604368E-05
36,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,1,0.246263
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,0,0.0006629087
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.008071469
77,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.3405425
22,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,0,0.0012916236
29,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,0.021273872
62,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,0,0.011105688
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.29447258
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.5432226
35,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0,0.055676647
29,Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.04493363
76,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,0,0.2721827
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0,0.21833155
23,?,Assoc-voc,11,Never-married,?,Own-child,Black,Female,15,United-States,0,4.0117677E-05
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1,0.68790984
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.353374
66,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,0,0.22138274
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,0,0.16521369
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.0664828
47,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.079876535
55,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.063221455
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.36199445
17,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,48,Mexico,0,0.00010213512
30,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,0,0.0063078394
49,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,0.4989103
19,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,30,Haiti,0,0.00027786932
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0,0.16698444
26,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.05549527
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.38182792
36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.21984965
33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,0,0.0039327187
22,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,0,0.00327731
43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,0,0.3169557
67,?,11th,7,Married-civ-spouse,?,Husband,White,Male,8,United-States,0,0.017443407
30,?,Assoc-voc,11,Divorced,?,Unmarried,White,Female,40,United-States,0,0.013439377
56,Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,0,0.012891534
31,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,0,0.030692084
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.7282498
26,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.06764701
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.7282498
46,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,0,0.023636539
59,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,1,0.52519155
38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.62031746
65,Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,40,United-States,0,0.03208178
40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0.53090686
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0,0.48768273
26,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,0,0.0172582
36,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,0,0.0064932266
62,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.821322
43,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,0.4486089
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,1,0.53107387
22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,0,0.0347588
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.17509206
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,0.34951866
22,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,15,United-States,0,0.007078007
57,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,1,0.505743
39,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,United-States,0,0.012618377
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,0,0.002379005
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,10,United-States,0,0.00025779274
40,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,1,0.47606835
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,0.29082346
44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0,0.064551055
20,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0,0.0005095466
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,0,0.34150007
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.01751224
46,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,0,0.32003024
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.4164416
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.10524496
46,Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,0,0.01140595
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.15662469
46,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,0,0.053147588
36,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,0,0.17231148
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States,0,0.0020555917
29,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.01671278
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,1,0.28737152
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,0,0.000618363
19,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,0,0.0007390301
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,1,0.19879101
27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0,0.09325926
46,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.100399196
34,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,?,1,0.50060433
34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0,0.007797271
44,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0.6277214
45,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,0,0.009036269
20,?,HS-grad,9,Never-married,?,Other-relative,White,Female,35,United-States,0,0.00029797095
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.745739
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.8767468
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.00035019897
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0.006524724
50,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.68262583
34,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,0,0.084838346
28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,0,0.005109335
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,1,0.93301374
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.169256
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0,0.18676428
28,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,1,0.23165455
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,0.4777807
41,Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,0,0.005600798
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0,0.00029481234
33,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.012465992
46,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.92835474
31,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.28164124
35,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,1,0.083717905
52,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,0.079893515
30,Private,11th,7,Never-married,Other-service,Own-child,White,Female,19,United-States,0,0.00070331694
34,Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,0.0040822616
34,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,0,0.04529947
20,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0,0.07576817
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,0,0.00021887368
32,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1,0.6498152
29,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0,0.028257573
33,Private,10th,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,0,0.0019957172
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,0.23009597
36,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.31617138
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,0,0.001975147
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.7032534
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.7348778
