age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,out,class,cluster
45,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,0.13555427,0,-1
50,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.027441278,0,-1
36,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,0.20525171,0,-1
45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.5854854,0,14
17,Private,11th,Never-married,Other-service,Own-child,White,Male,12,United-States,0.0002080576,0,43
59,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.57420015,0,19
26,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.06280978,0,44
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,75,Thailand,0.76201063,1,-1
19,?,Some-college,Never-married,?,Own-child,White,Male,24,Canada,4.4414668E-05,0,-1
64,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.6713447,1,45
33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0.13245392,0,46
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,0.32026342,1,-1
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.66877604,1,45
17,Private,9th,Never-married,Other-service,Own-child,White,Male,24,United-States,0.00027961907,0,-1
50,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,United-States,0.46935,0,-1
27,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,0.019043567,0,-1
30,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,0.05926337,0,-1
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0.1223667,0,-1
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.43035486,1,47
35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0.08111601,0,-1
25,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40,United-States,0.0015232859,0,-1
24,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,United-States,0.29707512,1,-1
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,15,Germany,0.014262225,0,-1
42,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.33180434,1,-1
34,Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,45,United-States,0.05022538,0,-1
60,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,42,United-States,0.34832045,0,-1
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0.00011498994,0,48
57,Federal-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.8621392,1,-1
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0.90610504,1,18
50,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,45,United-States,0.046690755,0,-1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0.073639944,0,49
50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ecuador,0.02315202,0,-1
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.66297185,0,34
31,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0.057215914,0,-1
29,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,0.3288483,0,-1
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,45,United-States,0.0019930198,0,25
27,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,0.013522934,0,-1
65,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,0.19329365,0,9
37,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,60,United-States,0.14988318,0,-1
39,?,Masters,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,40,?,0.42009678,0,-1
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0028224664,0,3
38,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,80,United-States,0.37755585,0,-1
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.60577476,1,50
21,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,United-States,0.0027982646,0,-1
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0.25244567,1,51
55,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.4378442,1,52
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,0.09508818,0,-1
43,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.021098988,0,38
26,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,0.017094923,0,-1
46,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,0.17766276,0,-1
35,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.32864755,1,-1
41,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,0.23766422,1,-1
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.123238355,0,53
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,0.7586321,1,-1
19,?,Some-college,Never-married,?,Own-child,Black,Female,25,United-States,4.0063005E-05,0,-1
36,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,0.21149258,1,-1
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,15,United-States,0.0004756069,0,25
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.009946523,0,-1
77,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.2872261,0,-1
22,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,0.00086143153,0,-1
29,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0.027068725,0,-1
62,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,24,United-States,0.0060454505,0,-1
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.23025246,0,54
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.49203497,0,55
35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0.057725623,0,56
29,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0.039141838,0,-1
76,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,0.16555248,0,-1
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0.17636015,0,37
23,?,Assoc-voc,Never-married,?,Own-child,Black,Female,15,United-States,6.162133E-05,0,-1
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,0.74941564,1,-1
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.34642854,0,-1
66,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,0.20845231,0,-1
41,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,0.059519973,0,-1
26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.03475686,0,57
47,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0.041558158,0,-1
55,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.06888681,0,-1
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.4361762,0,9
17,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,48,Mexico,0.00010429545,0,-1
30,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,0.0040855333,0,-1
49,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0.46864286,0,-1
19,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,30,Haiti,0.00010427755,0,-1
45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0.09576568,0,-1
26,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.040780775,0,-1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4052105,1,58
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.16935593,1,-1
33,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,0.0019902787,0,-1
22,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,0.0012638248,0,-1
43,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,42,United-States,0.26186645,0,-1
67,?,11th,Married-civ-spouse,?,Husband,White,Male,8,United-States,0.010411473,0,-1
30,?,Assoc-voc,Divorced,?,Unmarried,White,Female,40,United-States,0.017754052,0,-1
56,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,0.021690639,0,-1
31,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,0.0288939,0,-1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.7321782,1,0
26,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.06189424,0,59
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.7321782,1,0
46,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,0.021194326,0,-1
59,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.4551611,1,-1
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.5035707,1,-1
65,Private,11th,Widowed,Other-service,Unmarried,Other,Male,40,United-States,0.07108425,0,-1
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.46617213,1,-1
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0.5683045,0,60
26,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,0.023527017,0,-1
36,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,0.014420279,0,-1
62,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.7820408,1,61
43,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0.45111427,0,-1
43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,0.56346494,1,-1
22,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,0.0363236,0,-1
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.14641246,0,4
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.31891584,0,-1
22,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,15,United-States,0.0035361887,0,-1
57,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,0.6607921,1,-1
39,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,0.036821432,0,-1
26,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,0.001460458,0,-1
17,Private,11th,Never-married,Other-service,Own-child,White,Male,10,United-States,0.00018701743,0,43
40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,0.57438105,1,-1
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0.241032,0,136
44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0.017664408,0,-1
20,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0.0005079829,0,-1
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,0.32026342,0,-1
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.014527029,0,62
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,0.30349272,0,-1
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.42841187,0,14
54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0.1022432,0,56
46,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,0.015230775,0,-1
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.15429237,0,55
46,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,40,United-States,0.09771834,0,-1
36,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,0.3919288,0,-1
23,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,25,United-States,0.0011565853,0,23
29,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.018046789,0,-1
44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,0.386677,1,-1
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,0.0005404037,0,22
19,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,40,United-States,0.0004737561,0,-1
35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,0.27517843,1,-1
27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0.08707749,0,-1
46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0.088731185,0,-1
34,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,?,0.5225642,1,-1
34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0.005397364,0,23
44,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.536523,0,-1
45,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,0.018752676,0,-1
20,?,HS-grad,Never-married,?,Other-relative,White,Female,35,United-States,0.00047087448,0,-1
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.7380639,1,0
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.85041547,1,63
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0.00021223475,0,64
28,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0.0076510855,0,65
50,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.5436203,1,-1
34,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,0.13116999,0,-1
28,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,0.004263284,0,-1
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,0.93537223,1,66
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.14111373,0,7
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0.13496535,0,24
28,?,Some-college,Married-civ-spouse,?,Wife,White,Female,40,United-States,0.23600121,1,-1
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.44222614,0,67
41,Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,0.0066589066,0,-1
24,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0.00025838058,0,-1
33,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0.035559684,0,-1
46,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.9226698,1,-1
31,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.25117767,0,-1
35,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0.12739137,1,-1
52,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0.14805606,0,-1
30,Private,11th,Never-married,Other-service,Own-child,White,Female,19,United-States,0.0006695735,0,12
34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0.006142603,0,-1
34,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,0.03845128,0,-1
20,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0.09587394,0,19
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,9.344575E-05,0,28
32,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.6821546,1,-1
29,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0.023301031,0,-1
33,Private,10th,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,0.0017216868,0,-1
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.27316546,0,9
36,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.17681937,0,-1
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,0.00033783348,0,-1
63,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.67437595,1,-1
